Firmanavn,Adresse,Postnr.,Telefon,Primær branche,E-mail,Tilladelse til nyhedsmail,Antal tilladelser,DTL Regioner,Antal biler,Antal chauffører,Kunde,Konkurrent,Dørcanvas,Telefoncanvas EGO,Telefoncanvas (outsourcet,M1 Kontakt etableret,M2 Møde booket,M3 Møde gennemført,M4 Aftale indgået,M5 Deltager booket,Milepælsstatus,Næste kontakt,Kommentarer og noter
J.E. Distribution ApS,"Ventrupparken 10, 2. sal th.",2670 Greve,70251151,Vejgodstransport,,,17
Glimø Transport ApS,Bjergvænget 19,2670 Greve,43536156,Vejgodstransport,,,15
JLM Unicool Transport ApS,Lunikvej 2,2670 Greve,43902400,Vejgodstransport,,,15
Norddistribution af 1982 A/S,Korskildemark 5,2670 Greve,,Vejgodstransport,norddistribution@norddistribution.dk,,14
BD Transport ApS,Ventrupparken 10,2670 Greve,31161630,Vejgodstransport,kontakt@bd-transport.dk,,12
ADR-Transport ApS,Greve Main 38,2670 Greve,,Vejgodstransport,,,11
Erik Larsen ApS,Lunikvej 9,2670 Greve,,Vejgodstransport,,,4
"Frederiksen, Lau & Mikkelsen A/S",Grevetoften 17,2670 Greve,40503632,Vejgodstransport,,,4
Jimmy Pedersen,Birkelyparken 136,2670 Greve,43698989,Vejgodstransport,,,4
Kran & Grab Service v/Benny Vestergaard Pedersen,Lyngager 2,2670 Greve,43904945,Vejgodstransport,,,4
3X34 VOGN 485 V/E B PEDERSEN,Vesterbjerg 27,2670 Greve,43904495,Vejgodstransport,286@mail.dk,,2
Anders Larsen ApS,Lunikvej 9,2670 Greve,,Vejgodstransport,,,2
B.L.S. Transport v/Bo Loyd Skjødt,Byvejen 26,2670 Greve,43610413,Vejgodstransport,,,2
H. A. Transport v/Haci Hasan Arabaci,"Dalhuset 4, st. 1.",2670 Greve,43691285,Vejgodstransport,,,2
Jan Funder Vognmand v/Jan Funder Sørensen,Geminivej 29,2670 Greve,,Vejgodstransport,,,2
Ulrich Mikkelsen,Gyvelkæden 24,2670 Greve,43907797,Vejgodstransport,,,2
Henrik C.Olsen Vognmandsforretning,Bag Kirken 20,2670 Greve,43404329,Vejgodstransport,,,1
J N Transport v/Niels Jan Nielsen,Dønnergårds Alle 83,2670 Greve,,Vejgodstransport,,,1
Kaj Villadsen Sørensen,Grevevej 30,2670 Greve,43610520,Vejgodstransport,,,1
Michael Andersen af 3.1.2005 ApS,Rugbjerg 34,2670 Greve,20683434,Vejgodstransport,,,1
Thomas Helmer Transport v/Thomas Helmer,Vandværksvej 5,2670 Greve,43697121,Vejgodstransport,thelmer6@hotmail.com,,1
Vognmand Hans Jensen,Nældebjerg Alle 131,2670 Greve,43905265,Vejgodstransport,,,1
Vognmand v/Jesper Schmidt Frederiksen,Grevetoften 17,2670 Greve,43404272,Vejgodstransport,jesper.frederiksen@live.dk,,1
Flytteforretningen Axdal A/S,Agenavej 24,2670 Greve,43565959,Flytteforretninger,info@axdal-flyt.dk,,7
Michael Jensen ApS,Solvængets Alle 28,2670 Greve,32533428,Flytteforretninger,,,2
Peter Mikkelsen,Svanemosen 19,2670 Greve,,Flytteforretninger,,,1
Steen Tofteng A/S,Korskildelund 6,2670 Greve,43900097,Indsamling af ikke-farligt affald,post@tofteng-as.dk,,12
Sydslam A/S,Ventrupparken 10,2670 Greve,70205141,Opsamling og behandling af spildevand,,,22
Leman International System Transport A/S,Ventrupvej 6,2670 Greve,,Speditører,,,13
Ramirent A/S,Hundigevej 85,2670 Greve,43958888,Udlejning og leasing af entreprenørmateriel,lsr@ramirent.dk,,4
Anker Andersen,Solvængets Allé 15,2670 Greve,,,winank@webspeed.dk,,1
Minimax ApS,Ventrupparken 10,2670 Greve ,50503560,Vejgodstransport,,,2
International Tank Service ApS,Engvangen 3,2680 Solrød Strand,,Vejgodstransport,,,10
Mariann Transport ApS,"Egeholmen 13, 1. th.",2680 Solrød Strand,,Vejgodstransport,,,2
Finn Michael Larsen,Pilevej 2,2680 Solrød Strand,56143292,Vejgodstransport,,,1
J.E.L. Transport v/Jan Erik Larsen,Ankerhusvej 69,2680 Solrød Strand,56143272,Vejgodstransport,,,1
Vognmand John Erik Bækkel Nielsen,Engvangen 3,2680 Solrød Strand,40501030,Vejgodstransport,mail@its-solrod.dk,,1
Per Lyngholm Andersen Autobugsering,Nemovej 2,2680 Solrød Strand,56145584,Parkering og vejhjælp mv.,,,1
Orla Christensen & Sønner A/S,Metalgangen 25,2690 Karlslunde,,Vejgodstransport,,,50
Vestegnens Transport Service A/S,Silovej 22,2690 Karlslunde,56140122,Vejgodstransport,,,50
Kjærgaard Distribution A/S,Karlslundevej 16,2690 Karlslunde,46154635,Vejgodstransport,,,29
J. Jensen Transport ApS,Ingesvej 8,2690 Karlslunde,21675626,Vejgodstransport,,,11
Carsten Henriksen,Sortemosen 17,2690 Karlslunde,46162100,Vejgodstransport,,,4
Vognmand Arne Frederiksen ApS,Markersvænge 39,2690 Karlslunde,46151464,Vejgodstransport,,,4
Vognmand Flemming Olsen ApS,Søhøj 9,2690 Karlslunde,46150477,Vejgodstransport,,,3
Vognmand Freddy Moll Petersen,Søhøj 30,2690 Karlslunde,46154868,Vejgodstransport,,,3
MB Transport v/Michael Lindbæk Bærensen,Firhøj 16,2690 Karlslunde,,Vejgodstransport,,,2
Skals ApS,Klitvej 15,2690 Karlslunde,40167440,Vejgodstransport,,,2
Firma Bjarne Thomsen,Margrethe Allé 7,2690 Karlslunde,46150195,Vejgodstransport,,,1
Lars Balster Pedersen,Bjælkevangen 8,2690 Karlslunde,,Vejgodstransport,,,1
Mærsk Transport v/Brian Mærsk,Søen 95,2690 Karlslunde,46153767,Vejgodstransport,,,1
Vognmand Jan Thorkildsen,Karlslunde Landevej 18,2690 Karlslunde,,Vejgodstransport,,,1
J P MORTENSEN I/S,Karlslunde Centervej 49,2690 Karlslunde,,Autoreparationsværksteder mv.,,,2
TJ Bjergning v/Thomas Jørgensen,Hovedgaden 40,2690 Karlslunde,,"Bugserings-, bjærgnings- og redningsvæsen mv.",,,1
Rix Flytteforretning ApS,Karlslunde Landevej 2,2690 Karlslunde,,Flytteforretninger,,,7
City Kran v/Peter Thomsen,Bakkekammen 23,2700 Brønshøj,,Vejgodstransport,,,2
Vognmand Jørgen Banke,Sørupvej 4,2700 Brønshøj,38801529,Vejgodstransport,,,1
C M Autobugsering og Transport v/Christian Martinsen,Husumvej 99 1tv,2700 Brønshøj,,Parkering og vejhjælp mv.,,,2
Stenfatt. DK ApS,Ålekistevej 155 st.,2720 Vanløse,,Vejgodstransport,,,7
Vognmandsforretningen Grundahl ApS,"Katrinedalsvej 43, 1. th.",2720 Vanløse,60669050,Vejgodstransport,grund@hl-enk.dk,,3
Ali ApS,Ålekistevej 22 st,2720 Vanløse,53333333,Vejgodstransport,ali@aliaps.dk,,2
PCP Interprise v/Peder Poulsen,Vanløse Allé 60,2720 Vanløse,,Vejgodstransport,,,2
Per Klitgård,Holsteinborgvej 15,2720 Vanløse,38712898,Vejgodstransport,,,2
Munketrans v/Niels Munk-Pedersen,"Morsøvej 59, 2.th.",2720 Vanløse,,Vejgodstransport,,,1
Karl Thygesen & Søn ApS,Tvedvangen 153,2730 Herlev,44946666,Vejgodstransport,pallekran@post.tele.dk,,6
Egsdal Transport ApS,Hededammen 27,2730 Herlev,,Vejgodstransport,,,4
René Petersen Transport ApS,Vesterlundvej 2,2730 Herlev,44841200,Vejgodstransport,,,4
Peter Laursen,Ålbrobakken 10,2730 Herlev,,Vejgodstransport,,,3
Etiopisk & Dansk Transport ApS,"Herlev Hovedgade 153, 1.th",2730 Herlev,,Vejgodstransport,,,2
JBT I/S,"Malurthaven 8, 3.th.",2730 Herlev,,Vejgodstransport,,,2
PS Transport v/Peter Steensen Greve,Paukevej 20,2730 Herlev,44949140,Vejgodstransport,,,2
Jan Asthing Pedersen,Onsbjerg Allé 47,2730 Herlev,44921887,Vejgodstransport,,,1
Lotus Transport v/Søren Bagger,Højdiget 21,2730 Herlev,44944800,Vejgodstransport,,,1
Ole Jensen,Kommenhaven 46,2730 Herlev,44840539,Vejgodstransport,,,1
Palle Mouritsen Transport ApS,Smaragdvej 8,2730 Herlev,44943236,Vejgodstransport,,,1
RTT Radiotelefonteknik Herlev ApS,Generatorvej 29,2730 Herlev,44535515,Autoreparationsværksteder mv.,,,2
Eva Transport A/S,Hørkær 34,2730 Herlev,70208731,Flytteforretninger,,,6
Bo's Flytteforretning ApS,Juni Allé 150,2730 Herlev,,Flytteforretninger,,,2
E. Trasborg A/S,Vesterlundvej 11,2730 Herlev,44942293,Udlejning og leasing af entreprenørmateriel,,,20
Dybendal Flytteforretning ApS,Vasekær 6-8,2730 Herlev,23440605,Uoplyst,,,1
United Trans ApS,Ved Hanevad 10,2740 Skovlunde,44915200,Vejgodstransport,,,34
BLH Transport ApS,Meterbuen 6 - 12,2740 Skovlunde,,Vejgodstransport,,,6
Tako Teknisk Assistance Korps ApS,Dyrehegnet 33,2740 Skovlunde,44840212,Vejgodstransport,,,2
Bryde & Sønner Flytteforretning A/S,Meterbuen 20,2740 Skovlunde,44532000,Flytteforretninger,,,15
Bøgeskov Lagerhotel A/S,Meterbuen 6-12,2740 Skovlunde,,Oplagrings- og pakhusvirksomhed,,,5
Lastbilcentralen A/S,Råmosevej 34-38,2750 Ballerup,44684300,Vejgodstransport,,,32
Henry Andersen & Søn A/S,Yderholmen 22,2750 Ballerup,,Vejgodstransport,,,14
Preben O Nielsen Vognmandsforretning A/S,Syvendehusvej 90,2750 Ballerup,44974318,Vejgodstransport,,,13
Hansens Vognmandsforretning ApS,Brandmosevej 7,2750 Ballerup,,Vejgodstransport,,,6
UC Jonstrup ApS,Nørrevej 10 A,2750 Ballerup,,Vejgodstransport,,,6
Altos Transport ApS,Yderholmen 8,2750 Ballerup,29627627,Vejgodstransport,,,3
J.M. Transport 2009 ApS,Syvendehusvej 90,2750 Ballerup,,Vejgodstransport,,,2
TMW Transport ApS,Vestbuen 125,2750 Ballerup,,Vejgodstransport,,,2
Pawelczuk Transport ApS,Udbakken 49,2750 Ballerup,,Vejgodstransport,,,1
Vognmand Erik Flemming Nielsen,Svalebo 22 A,2750 Ballerup,,Vejgodstransport,,,1
Mini Trans v/Bent Munkholm,Høstbuen 83,2750 Ballerup,30330617,Andre post- og kurertjenester,,,1
Jedo Transport v/Jes Dornhoff,Måløv Byvej 294,2760 Måløv,44646559,Vejgodstransport,,,5
Beck's Auto og MC v/Ole Beck Rasmussen,Bakkesvinget 32,2760 Måløv,,"Engroshandel med personbiler, varebiler og minibusser",,,3
Det lille bifald I/S v/John Kennet Nielsen og Susanne Bøgeskov Nielsen,"Eskebjerggårdsvej 4, 3.th.",2760 Måløv,24247050,Flytteforretninger,,,2
"Flyttexperten, v/Lars Jacob Johannesen",Måløv Byvej 229,2760 Måløv,,Flytteforretninger,flytte@flytteexperten.dk,,2
Vognmand Jørgen Sørensen-Sall,Georginehaven 100,2765 Smørum,,Vejgodstransport,,,1
Gunnar Larsen & Søn A/S,Edelgavevej 5,2765 Smørum,44975552,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",,,4
Michael Møller Mortensen A/S,Hassellunden 10,2765 Smørum,44972654,Landskabspleje,,,1
Ballerup-Smørum Kloakservice A/S,Nybølle Gadekærsvej 5,2765 Smørum,,Opsamling og behandling af spildevand,,,5
Brandis A/S,Risbyvej 26,2765 Smørum
A/S Georg Hansen Handel og Transport,Kirstinehøj 40,2770 Kastrup,32500092,Vejgodstransport,,,15
Kurergruppen Danmark ApS,Fuglebækvej 2C,2770 Kastrup,,Vejgodstransport,,,15
K. Sand Andersen ApS,"Kirstinevej 44, 2.",2770 Kastrup,32522777,Vejgodstransport,,,14
Robert Hansen af 19. april 2005 ApS,Cypres Allé 20,2770 Kastrup,,Vejgodstransport,,,5
Per Andersen Transport A/S,Kirstinehøj 11,2770 Kastrup,32521135,Vejgodstransport,,,4
Transportlink.dk. ApS,Kongelundsvej 420,2770 Kastrup,,Vejgodstransport,,,4
Ørestadens Flytteforretning ApS,Kongelundsvej 343,2770 Kastrup,,Vejgodstransport,,,3
3 X 34 / E.S Totalservice v/Erik Søby,Tanavej 21,2770 Kastrup,,Vejgodstransport,,,2
Clifford Larsen,Vejstrup Allé 19,2770 Kastrup,32528087,Vejgodstransport,,,2
MR Trans ApS,Herkules Alle 28,2770 Kastrup,,Vejgodstransport,,,2
Vognmand John Christiansen,Snebær Alle 23,2770 Kastrup,32523090,Vejgodstransport,,,2
Vognmand:Jesper Camoni Smollerup,Jerslev Alle 56,2770 Kastrup,32550469,Vejgodstransport,,,2
B.J. Transport v/ Jan Andruszkow,Helmer Søgårds Allé 1 2th,2770 Kastrup,,Vejgodstransport,,,1
TGH-Transport v/Tommy Geronne Hansen,Borrelyngen 29,2770 Kastrup,,Vejgodstransport,,,1
Vognmand Eric Larsen,Kirstinehøj 50,2770 Kastrup,28106774,Vejgodstransport,Eric.larsen@hotmail.com,,1
City Kloakservice v/Kenneth Larsen,Kirstinehøj 36 A,2770 Kastrup,33144109,Anlæg af ledningsnet,citycloak@c.dk,,2
Mianne's Truckstyling v/Marianne Foli Knudsen,Moselundvej 17,2770 Kastrup,40588066,Detailhandel med reservedele og tilbehør til motorkøretøjer,mianne@miannetruckstyling.se,,1
Oliemanden v/ Mogens Kurt Hansen,Foldbyvej 36,2770 Kastrup,32504940,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",mogensh@post2.tele.dk,,2
JD-Transport A/S,Oliefabriksvej 61,2770 Kastrup,32556868,Flytteforretninger,,,10
Fagfolkenes Flytteforretning A/S,Ladegårdsvej 6,2770 Kastrup,,Flytteforretninger,,,6
Express-Flyt v/Jesper Pihl,Højskole Alle 18,2770 Kastrup,23955110,Flytteforretninger,kontakt@express-flyt.dk,,1
Tårnby Kommune,Amager Landevej 76,2770 Kastrup,32471111,Generelle offentlige tjenester,,,1
Hellers Yacthværft ApS,Kastrup Strandpark 9,2770 Kastrup,32503017,Reparation og vedligeholdelse af skibe og både,,,1
Københavns Lufthavne A/S,Lufthavnsboulevarden 6,2770 Kastrup,32313231,Serviceydelser i forbindelse med luftfart,,,13
Danish Refuelling Services I/S c/o Brændstofgården,Københavns Lufthavn,2770 Kastrup,,Serviceydelser i forbindelse med luftfart,,,3
Geodis Wilson Denmark A/S,Oliefabriksvej 29 - 43,2770 Kastrup,32517511,Speditører,info@dk.wilsonlog.com,,2
VOGNMAND STEPHEN ULRICH DIXEN,Tømmerupvej 280,2791 Dragør,32538218,Vejgodstransport,,,10
3 x 34 Transport v/Kjeld Bay Olsen,Skansevej 15,2791 Dragør,32821366,Vejgodstransport,,,1
B H Transport v/Benny Hansen,Lille Tværvej 5,2791 Dragør,,Vejgodstransport,,,1
Dansk Logistik og Transportservice ApS,Poppelvej 13,2791 Dragør,29342342,Vejgodstransport,info@dlts.dk,,1
P.K.H. Larsen Vognmandsforretning m.m.,Fælledvej 86,2791 Dragør,32537675,"Dyrkning af grøntsager og meloner, rødder og rodknolde"
Michael Holm Transport & Flytning A/S,Strandbakken 21,2791 Dragør,,Flytteforretninger,,,7
Kongelunden Slamsugerservice ApS,Kongelundsvej 603,2791 Dragør,,Opsamling og behandling af spildevand,,,2
Stenberg Transport A/S,Bagsværdvej 78,2800 Lyngby,45875357,Vejgodstransport,,,24
Messeter ApS,Maglebjergvej 20,2800 Lyngby,45872303,Vejgodstransport,,,23
"Hestetransporten, v/David Brodin Larsen","Lundtoftegårdsvej 107, 1. tv.",2800 Lyngby,45803021,Vejgodstransport,postmaster@hestetransporten.dk,,4
E B Transport v/Erik Baumann,Havretoften 3,2800 Lyngby,20430338,Vejgodstransport,eb.transport@email.dk,,1
Lyngby Container Central ApS,"Lyngbygårdsvej 63, 1.tv.",2800 Lyngby,,Vejgodstransport,,,1
Peter Waage Møller,"Gammelmosevej 107 H, 1.th1",2800 Lyngby,23253434,Vejgodstransport,,,1
Vognmand Jonas Lie v/Jens Lie,Gammelmosevej 132,2800 Lyngby,,Vejgodstransport,,,1
Christianslyst ApS,Mesterlodden 15,2820 Gentofte,,Vejgodstransport,,,6
Ulrik Waage Møller,Grænsevej 17,2820 Gentofte,39696168,Vejgodstransport,,,2
TransportZone I/S,Grusbakken 5,2820 Gentofte,45877722,Vejgodstransport,info@transportzone.dk,,1
Peter Edelhart Andersen,Anemonevej 23,2820 Gentofte,45893029,Andre post- og kurertjenester,,,2
S. Jacobsen A/S,Kongevejen 182,2840 Holte,,Vejgodstransport,,,15
"Vognmandsfirmaet Fjellerup & Søn, v/Henrik Fjellerup",Skovlytoften 32,2840 Holte,45422406,Vejgodstransport,,,4
Holte Flytte og Vognmandsforretning ApS,Skovlytoften 24,2840 Holte,45420040,Flytteforretninger,,,8
Vognmand Kim Axdal Pedersen,Daltoftevej 6,2860 Søborg,45963730,Vejgodstransport,,,5
Gorm Grønhøj,Kiplings Alle 18,2860 Søborg,39565452,Vejgodstransport,,,4
Alem Meles,Mørkhøj Parkalle 6 E,2860 Søborg,,Vejgodstransport,,,2
BTM Transport ApS,Vadgårdsvej 223,2860 Søborg,20626262,Vejgodstransport,btm@btmtransport.dk,,2
Ole Frederiksens Vognmandsfor. I/S,Tobaksvejen 8,2860 Søborg,32195261,Vejgodstransport,jol@time.dk,,2
Vognmand Ole Frederiksen,Tobaksvejen 8,2860 Søborg,39696810,Vejgodstransport,,,2
Brian Jørgensen ApS,"Gladsaxevej 107, st.th.",2860 Søborg,39664586,Vejgodstransport,,,1
Frank Højer,"Mars Alle 52, st. tv",2860 Søborg,39691402,Vejgodstransport,,,1
Phillip E.L. Højer,Buddinge Hovedgade 182,2860 Søborg,39697106,Vejgodstransport,,,1
Jernpladsen A/S,Vandtårnsvej 90,2860 Søborg,,Engroshandel med affaldsprodukter,,,1
K. T. Anlægsgartner A/S Aut. Kloakmester,Vadgårdsvej 36,2860 Søborg,,Landskabspleje,,,1
Plys Handy Service v/Kim Ove Keincke,Maglegårds Alle 24,2860 Søborg,,Landskabspleje,,,1
"H. Nielsen & Sønner, Bagsværd A/S",Vadstrupvej 45,2880 Bagsværd,,Vejgodstransport,,,38
Schmidt Logistics A/S,Vadstrupvej 77,2880 Bagsværd,44448034,Vejgodstransport,,,14
Gladsaxe Vognmandsforretning ApS,Harestien 9,2880 Bagsværd,44491211,Vejgodstransport,,,6
Vognmandsforretningen Uffe Nielsen ApS,Skovdiget 30,2880 Bagsværd,44491211,Vejgodstransport,,,6
Bagsværd Transport A/S,Brudelysvej 10,2880 Bagsværd,,Vejgodstransport,,,5
A.J. Transport/Flytning ApS,Brudelysvej 15 A,2880 Bagsværd,39672868,Vejgodstransport,iruga@knebelay.com,,3
C.& N.J. Nielsen Vognmandsforretning ApS,Jægergangen 38,2880 Bagsværd,44987137,Vejgodstransport,,,1
Roy Frank Christensen,Haremosen 24,2880 Bagsværd,44442830,Vejgodstransport,,,1
Bagsværd Jernhandel A/S,Brudelysvej 3,2880 Bagsværd,,Genbrug af sorterede materialer,,,3
Adam Jacoby,Bagsværd Hovedgade 238,2880 Bagsværd,,Speditører,,,6
Transportkonsulent Adam Jacoby ApS,Bagsværd Hovedgade 238,2880 Bagsværd,,Speditører,,,6
Blom Transport A/S,Brudelysvej 10-12,2880 Bagsværd,44445554,Speditører,,,1
Safi Transport v/Mohammad Munir Safi,Værebrovej 64 st 4,2880 Bagsværd ,,Vejgodstransport,,,2
Tranco ApS,"Duntzfelts Alle 19, 1",2900 Hellerup,33330025,Vejgodstransport,,,2
ENTREPRENØR OG VOGNMAND JAN YSTRØMApS,Tranegårdsvej 44,2900 Hellerup,70200680,Anlæg af ledningsnet,Jan@jyentreprise.dk,,2
Vognmand Jan Ystrøm ApS,Tranegårdsvej 44,2900 Hellerup,70200680,Anlæg af ledningsnet,Jan@jyentreprise.dk,,2
NCC Contruction Danmark A/S,Tuborg Havnevej 15,2900 Hellerup,39103910,Opførelse af bygninger,,,8
Morten Arp Transport ApS,"Rådhusvej 3, 1. th.",2920 Charlottenlund,,Vejgodstransport,,,6
Peter Ortmann ApS,Strandvejen 194 D,2920 Charlottenlund,39631379,Vejgodstransport,,,5
Greve Kloakservice ApS,Dyrehavevej 32,2930 Klampenborg,39901053,Opsamling og behandling af spildevand,,,4
Jesper Christensen,Holmetoften 7,2970 Hørsholm,,Vejgodstransport,,,3
"Sven Hjort Olsen, Hørsholm Flytteforretning I/S",Agiltevej 1,2970 Hørsholm,45860594,Flytteforretninger,hjort@hjort-olsen.dk,,6
Hørsholm Container ApS,Ved Klædebo 8,2970 Hørsholm,45868638,Indsamling af ikke-farligt affald,,,20
Michael Anker Pedersen,Tornehaven 1,2980 Kokkedal,49146012,Vejgodstransport,,,4
Vognmand Poul Anker A/S,Tornehaven 1,2980 Kokkedal,49146012,Vejgodstransport,,,4
Ove Nicolaisen Transport v/Ove Nicolaisen,Fasanvænget 494,2980 Kokkedal,49141784,Vejgodstransport,,,1
Service 2000 A/S,Lerbakkevej 7-9,2980 Kokkedal,70202000,Udlejning og leasing af andre varer til personlig brug og husholdningsbrug i.a.n.,,,2
Søren Rosvall ApS,Skovparken 35,2990 Nivå,49141566,Vejgodstransport,,,8
Vognmand Hans Jørn Hoffmann,Damgårdsvej 69,2990 Nivå,49180237,Vejgodstransport,hoffmann_maskintransport@yahoo.dk,,3
Claus Hansen A/S,Gurrevej 344,3000 Helsingør,40458843,Vejgodstransport,,,6
Finn Durafour,Odsvej 5,3000 Helsingør,49218837,Vejgodstransport,fd@stofanet.dk,,2
Finn Durafour og Søn ApS,Odsvej 5,3000 Helsingør,49218837,Vejgodstransport,,,2
DBI-Byg A/S,Ole Rømers Vej 1 A,3000 Helsingør,,Murere,,,1
Bent Simonsen,Kongevejen 176,3000 Helsingør
Espergærde Flytteforretning v/Lars Staudal,Højvangen 14,3060 Espergærde,,Vejgodstransport,,,1
Charlottenlund Hestetransport v/Thomas Heller,Fredensborgvej 38,3080 Tikøb,,Vejgodstransport,,,2
Heller & Co ApS,Fredensborgvej 38,3080 Tikøb,40203163,Vejgodstransport,,,2
Entreprenør Søren Rasmussen,Enebærvej 2,3080 Tikøb,49758887,Vejgodstransport,,,1
R.G. Autotransport v/Odd-Robert Gejpel,Rørsangervej 32,3080 Tikøb
DrageDK ApS,Hornbækvej 662,3100 Hornbæk,,Vejgodstransport,,,7
Møllers Kran & Tip v/ Anders Møller Nielsen,Saunte Bygade 3,3100 Hornbæk,,Vejgodstransport,,,2
Finn Svendsen Hornbæk ApS,Borsholmvænget 8 E,3100 Hornbæk,49700963,Vejgodstransport,,,1
J.H. Transport v/Jannik Hansen,Sauntevænget 12,3100 Hornbæk,49700777,Vejgodstransport,,,1
Entreprenørfirmaet TS v/Tonny Svendsen,Hellebjergvej 25 A,3120 Dronningmølle,,Opførelse af bygninger,,,4
Skindersø Vognmandsforretning v/Vibeke Jung Larsen,Skindersøvej 40,3140 Ålsgårde,49750108,Vejgodstransport,,,6
Frank's Transport v/Frank Jung Larsen,Skindersøvej 40,3140 Ålsgårde
Helsinge kreatur- og containertran v/Tim Hartvig Jensen,Hyttegårdsvej 12,3200 Helsinge,,Vejgodstransport,,,3
Arne Stougaard,Gurrehaven 6,3200 Helsinge,,Vejgodstransport,,,2
Brian Rasmussen,Gurrehavevej 53,3200 Helsinge,48718058,Vejgodstransport,,,2
Leif Pedersen I/S,Industrivej 23,3200 Helsinge,48795701,Vejgodstransport,,,2
Vognmand Peer A. Jørgensen af 1983 ApS,Spånbækvej 1,3200 Helsinge,48794340,Vejgodstransport,,,2
Helsinge Kloakservice ApS,Fredgårdsvej 16,3200 Helsinge,48795229,Anlæg af ledningsnet,,,2
Anton's Auto A/S,Bymosevej 23,3200 Helsinge,70266681,Autoreparationsværksteder mv,antons-auto@antons-auto.dk,,1
Torben Christensen,Maglebjergvej 12,3200 Helsinge,,"Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø",,,1
Nordsjællands Andels Grovvareforening A.m.b.A.,Vestergade 14,3200 Helsinge,,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",,,3
Nørretofte Entreprenør- og Fliseservice I/S,Nørretoftevej 13,3200 Helsinge,,Opførelse af bygninger,,,2
Q Transport v/Svend Qvortrup,Lillevang 7,3210 Vejby,48707463,Vejgodstransport,,,7
Peter Hornum,Åmosevejen 18,3210 Vejby,48706683,Vejgodstransport,,,5
Jan Nielsen,Holløse Gade 42,3210 Vejby,48702408,Vejgodstransport,jenvan@dbmail.dk,,3
Svend Sørensen & Søn I/S,Skovkjærs-Åsen 10,3210 Vejby,,Vejgodstransport,,,3
B H Flytning & Transport v/Dan W Halle,Stokkebrovej 76,3210 Vejby,,Flytteforretninger,,,1
Vejby Cementstøberi v/Bjørn Olsen,Møngevej 13,3210 Vejby,48706135,Fremstilling af byggematerialer af beton,,,6
HV Supply v/Hans Viggo Pedersen,Møngevej 10,3210 Vejby,48705230,Udførelse af gulvbelægninger og vægbeklædning,,,3
Sachmann Containertransport v/Allan Sachmann,Dønnevældevej 69,3230 Græsted,48390082,Vejgodstransport,,,6
Lokal Transporten ApS,Snebærvej 17,3230 Græsted,,Vejgodstransport,,,3
Esrum Vognmandsforretning v/ Finn Nygaard Pedersen,Østvej 14,3230 Græsted,48390731,Vejgodstransport,,,2
Erlings Transport v/Erling Madsen,Østerdalen 4,3230 Græsted,48391769,Vejgodstransport,,,1
Flemming Jensen Transport og Kran ApS,Mestervangen 17,3230 Græsted,,Vejgodstransport,,,1
Entreprenør Finn Nielsen,Gillelejevej 54,3230 Græsted,48390073,Anden anlægsvirksomhed,,,1
Fugl Phønix ApS,Esbønderupvej 27,3230 Græsted,,Andre post- og kurertjenester,,,3
Gribskov Autotransport v/ Jens Fjeldgaard,Thorsagervej 41,3230 Græsted,70207585,Autoreparationsværksteder mv.,5xfjeldgaard@2mail.ck,,1
Svend Erik Norby,Højbjergvej 4,3230 Græsted,48392305,"Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø",,,10
SCT Transport A/S,Stæremosen 21-23,3250 Gilleleje,48383838,Vejgodstransport,hanne@scttransport.dk,,82
Vognmand Benny Rasmussen & Søn A/S,Stæremosevej 16,3250 Gilleleje,48303456,Vejgodstransport,,,30
Bjarne Svendsen Transport,Helsingevej 41,3250 Gilleleje,48319878,Vejgodstransport,,,13
Bjarne Hansen,Klemens-Ager 4,3250 Gilleleje,48318476,Vejgodstransport,,,5
Vognmand Viggo Olsen ApS,Stæremosen 18,3250 Gilleleje,48301153,Vejgodstransport,,,4
"Bjarne Hansen & Søn, Transport ApS",Klemens-Ager 4,3250 Gilleleje,48318476,Vejgodstransport,,,3
Containerservice v/Rudi B. Nielsen,Solvænget 41,3250 Gilleleje,48302102,Vejgodstransport,,,1
Grand Transport A/S,Bjerresletten 20 A,3250 Gilleleje,27385323,Vejgodstransport,jens@grandtransport.dk,,1
Steen Bülov Møller I/S,Ålekistevej 54,3250 Gilleleje,48302231,Vejgodstransport,,,1
Tom Hedegaard Nielsen Transport v/Tom Hedegaard Nielsen,Strand-Åsen 8,3250 Gilleleje,48319031,Vejgodstransport,,,1
Tonny Bjørn Pedersen,Smidstrup Strandvej 79,3250 Gilleleje,48318054,Detailhandel med andre varer i.a.n.,,,2
G.B. Transport & Flytteforretning v/John P. Sørensen,Stæremosen 45,3250 Gilleleje,,Flytteforretninger,,,2
Viggo Olsen Transport ApS,Stæremosen 18,3250 Gilleleje,48300059,Uoplyst,,,1
Vognmand Søren Kristiansen,Industrimarken 4,3300 Frederiksværk,,Vejgodstransport,,,7
Asgers Transport ApS,Åkandevej 7,3300 Frederiksværk,29290726,Vejgodstransport,,,3
Flytteforretningen Goliat ApS,Industriskellet 3-5,3300 Frederiksværk,,Vejgodstransport,,,3
